WDPAID;WDPA_PID;PA_DEF;NAME;ORIG_NAME;DESIG;DESIG_ENG;DESIG_TYPE;IUCN_CAT;INT_CRIT;MARINE;REP_M_AREA;GIS_M_AREA;REP_AREA;GIS_AREA;NO_TAKE;NO_TK_AREA;STATUS;STATUS_YR;GOV_TYPE;OWN_TYPE;MANG_AUTH;MANG_PLAN;VERIF;METADATAID;SUB_LOC;PARENT_ISO;ISO3;presntVG;ENS45;ENS85_1000;ENS85_420;pr45;pr85_420;pr85_1000;area_m;area_km;area_ha
555576318;555576318;1;Parque Natural Municipal Da Caieira;Parque Natural Municipal Da Caieira;Parque;Park;National;Not Reported;Not Applicable;0;0;0;1,419795929;1,425586897;Not Applicable;0;Designated;2004;Sub-national ministry or agency;Not Reported;Secretaria do Meio Ambiente de Joinville - SC;Not Reported;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;1419775,051;1,42;142
352550;352550;1;Tarumã;Tarumã;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;21,72;21,79582771;Not Applicable;0;Designated;2009;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;11487681,53;11,488;1149
352549;352549;1;Pirai;Pirai;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;30,17;30,28065035;Not Applicable;0;Designated;2009;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;30158472,35;30,158;3016
352530;352530;1;Pindoty;Pindoty;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0,004024;32,94;33,06153937;Not Applicable;0;Designated;2010;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;14687190,42;14,687;1469
555576333;555576333;1;Área De Proteção Ambiental Do Brilhante;Área De Proteção Ambiental Do Brilhante;Área de Proteção Ambiental;Environmental Protection Area;National;Not Reported;Not Applicable;0;0;0;20,14960762;20,22925655;Not Applicable;0;Designated;1993;Sub-national ministry or agency;Not Reported;Fundação Municipal do Meio Ambiente de Itajaí - SC;Not Reported;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;20149407,6;20,149;2015
555600175;555600175;1;Reserva Particular Do Patrimônio Natural Chácara Edith;Reserva Particular Do Patrimônio Natural Chácara Edith;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;4,172018892;4,172018705;Not Applicable;0;Designated;2001;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;4155623,482;4,156;416
555599965;555599965;1;Reserva Particular Do Patrimônio Natural Santuário Rã-Bugio I;Reserva Particular Do Patrimônio Natural Santuário Rã-Bugio I;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,018946972;0,01894697;Not Applicable;0;Designated;2008;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;18870,201;0,019;2
555600001;555600001;1;Reserva Particular Do Patrimônio Natural Santuário Rã-Bugio Ii;Reserva Particular Do Patrimônio Natural Santuário Rã-Bugio Ii;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,027605575;0,027605576;Not Applicable;0;Designated;2008;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;27493,692;0,027;3
555600006;555600006;1;Reserva Particular Do Patrimônio Natural Emilio Fiorentino Battistella;Reserva Particular Do Patrimônio Natural Emilio Fiorentino Battistella;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;11,61188292;11,61188279;Not Applicable;0;Designated;2002;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;11564847,54;11,565;1156
115878;115878;1;Área De Relevante Interesse Ecológica Serra Da Abelha;Área De Relevante Interesse Ecológica Serra Da Abelha;Área de Relevante Interesse Ecológico;Area of Relevant Ecological Interest;National;IV;Not Applicable;0;0;0;50,1656651;50,36577047;Not Applicable;0;Designated;1996;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;Not Reported;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;50164472,89;50,164;5016
555542506;555542506;1;Ibirama-La Klanô;Ibirama-La Klanô;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;371,08;371,5305824;Not Applicable;0;Designated;2007;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;370056184,5;370,056;37006
352548;352548;1;Ibirama;Ibirama;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;140,84886;141,5855573;Not Applicable;0;Designated;1996;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;141021747,4;141,022;14102
478555;478555;1;Reserva Biologica Estadual Do Sassafras;Reserva Biologica Estadual Do Sassafras;Reserva Biológica;Biological Reserve;National;Ia;Not Applicable;0;0;0;54,92745919;55,14724646;Not Applicable;0;Designated;1977;Sub-national ministry or agency;Not Reported;Fundação de Meio Ambiente de Santa Catarina;Not Reported;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;54926940,41;54,927;5493
555600051;555600051;1;Reserva Particular Do Patrimônio Natural Odir Zanelatto;Reserva Particular Do Patrimônio Natural Odir Zanelatto;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;2,130365963;2,130366029;Not Applicable;0;Designated;2012;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;2121721,31;2,122;212
555600060;555600060;1;Reserva Particular Do Patrimônio Natural Taipa Rio Do Couro;Reserva Particular Do Patrimônio Natural Taipa Rio Do Couro;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,364659628;0,364659614;Not Applicable;0;Designated;2010;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;363185,21;0,363;36
555600096;555600096;1;Reserva Particular Do Patrimônio Natural Corredeiras Do Rio Itajaí Ii;Reserva Particular Do Patrimônio Natural Corredeiras Do Rio Itajaí Ii;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,794199646;0,79419967;Not Applicable;0;Designated;2012;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;790948,841;0,791;79
555600171;555600171;1;Reserva Particular Do Patrimônio Natural Das Araucárias Gigantes;Reserva Particular Do Patrimônio Natural Das Araucárias Gigantes;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,559857341;0,559857313;Not Applicable;0;Designated;2011;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;557598,282;0,558;56
555600174;555600174;1;Reserva Particular Do Patrimônio Natural Refúgio Do Macuco;Reserva Particular Do Patrimônio Natural Refúgio Do Macuco;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,320083064;0,320083121;Not Applicable;0;Designated;2010;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;318790,897;0,319;32
555599957;555599957;1;Reserva Particular Do Patrimonio Natural Estadual Das Cascatas;Reserva Particular Do Patrimonio Natural Estadual Das Cascatas;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,215250857;0,21525087;Not Applicable;0;Designated;2015;Sub-national ministry or agency;Not Reported;Fundação de Meio Ambiente de Santa Catarina;No;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;214418,354;0,214;21
555576261;555576261;1;Parque Natural Municipal Chapéu Das Águas;Parque Natural Municipal Chapéu Das Águas;Parque;Park;National;Not Reported;Not Applicable;0;0;0;5,087352353;5,107098074;Not Applicable;0;Designated;2010;Sub-national ministry or agency;Not Reported;Fundação Municipal do Meio Ambiente de Vidal Ramos - SC;Not Reported;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;5087323,983;5,087;509
555599989;555599989;1;Reserva Particular Do Patrimônio Natural Grutinha;Reserva Particular Do Patrimônio Natural Grutinha;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,060060712;0,060060732;Not Applicable;0;Designated;2009;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;59824,323;0,06;6
555600042;555600042;1;Reserva Particular Do Patrimônio Natural Prima Luna;Reserva Particular Do Patrimônio Natural Prima Luna;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;1,003762622;1,003762643;Not Applicable;0;Designated;2001;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;999842,958;1;100
555600039;555600039;1;Reserva Particular Do Patrimônio Natural Porto Franco;Reserva Particular Do Patrimônio Natural Porto Franco;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,452288815;0,452288811;Not Applicable;0;Designated;2010;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;450518,702;0,451;45
19763;19763;1;Floresta Nacional De Ibirama;Floresta Nacional De Ibirama;Floresta;Forest;National;VI;Not Applicable;0;0;0;5,193459965;5,214022054;Not Applicable;0;Designated;1988;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;Not Reported;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;5193406,883;5,193;519
351828;351828;1;Parque Nacional Da Serra Do Itajaí;Parque Nacional Da Serra Do Itajaí;Parque;Park;National;II;Not Applicable;0;0;0;573,7470736;571,4134559;Not Applicable;0;Designated;2004;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;Not Reported;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;569169510,8;569,17;56917
555576280;555576280;1;Parque Natural Municipal Freymund Germer;Parque Natural Municipal Freymund Germer;Parque;Park;National;Not Reported;Not Applicable;0;0;0;0,366050157;0,367515288;Not Applicable;0;Designated;2011;Sub-national ministry or agency;Not Reported;Prefeitura Municipal de Timbó - SC;Not Reported;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;366048,625;0,366;37
555542606;555542606;1;Mbiguaçu;Mbiguaçu;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;0;93,05542481;Not Applicable;0;Proposed;2008;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;48030397,87;48,03;4803
555600031;555600031;1;Reserva Particular Do Patrimônio Natural Curucaca 1;Reserva Particular Do Patrimônio Natural Curucaca 1;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,32216876;0,322168715;Not Applicable;0;Designated;2009;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;320953,153;0,321;32
555600023;555600023;1;Reserva Particular Do Patrimônio Natural Curucaca 2;Reserva Particular Do Patrimônio Natural Curucaca 2;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,245454875;0,245454916;Not Applicable;0;Designated;2009;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;244526,514;0,245;24
555600083;555600083;1;Reserva Particular Do Patrimônio Natural Curucaca 3;Reserva Particular Do Patrimônio Natural Curucaca 3;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,787658144;0,787658137;Not Applicable;0;Designated;2009;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;784681,309;0,785;78
555600013;555600013;1;Reserva Particular Do Patrimônio Natural Curucaca 4;Reserva Particular Do Patrimônio Natural Curucaca 4;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,597089687;0,597089676;Not Applicable;0;Designated;2008;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;594825,422;0,595;59
555600090;555600090;1;Reserva Particular Do Patrimônio Natural Estadual Pedra Branca;Reserva Particular Do Patrimônio Natural Estadual Pedra Branca;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,106116288;0,106116288;Not Applicable;0;Designated;2012;Sub-national ministry or agency;Not Reported;Fundação de Meio Ambiente de Santa Catarina;No;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;105713,705;0,106;11
555600022;555600022;1;Reserva Particular Do Patrimônio Natural Canto Da Araponga;Reserva Particular Do Patrimônio Natural Canto Da Araponga;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,45342088;0,453420876;Not Applicable;0;Designated;2013;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;451699,122;0,452;45
555600087;555600087;1;Reserva Particular Do Patrimônio Natural Grande Floresta Das Araucárias;Reserva Particular Do Patrimônio Natural Grande Floresta Das Araucárias;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;40,34785297;40,34785285;Not Applicable;0;Designated;2011;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;40195755,55;40,196;4020
555600145;555600145;1;Reserva Particular Do Patrimônio Natural Vale Das Pedras;Reserva Particular Do Patrimônio Natural Vale Das Pedras;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,328860789;0,32886079;Not Applicable;0;Designated;2008;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;327601,063;0,328;33
555600123;555600123;1;Reserva Particular Do Patrimônio Natural Rio Das Furnas Ii;Reserva Particular Do Patrimônio Natural Rio Das Furnas Ii;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,43680911;0,436809078;Not Applicable;0;Designated;2013;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;435142,142;0,435;44
555600139;555600139;1;Reserva Particular Do Patrimônio Natural Retiro Tun;Reserva Particular Do Patrimônio Natural Retiro Tun;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,050428422;0,050428403;Not Applicable;0;Designated;2009;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;50235,764;0,05;5
555600107;555600107;1;Reserva Particular Do Patrimônio Natural Rio Das Lontras;Reserva Particular Do Patrimônio Natural Rio Das Lontras;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,200756668;0,200756708;Not Applicable;0;Designated;2005;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;199986,01;0,2;20
351716;351716;1;Área De Proteção Ambiental Da Baleia Franca;Área De Proteção Ambiental Da Baleia Franca;Área de Proteção Ambiental;Environmental Protection Area;National;V;Not Applicable;2;0;1554,460769;1548,667313;1554,460769;Not Reported;0;Designated;2000;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;Not Reported;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;530274104,2;530,274;53027
16081;16081;1;Parque Estadual Da Serra Do Tabuleiro;Parque Estadual Da Serra Do Tabuleiro;Parque;Park;National;II;Not Applicable;2;0;842,2591767;839,0815028;842,2591769;Not Reported;0;Designated;1975;Sub-national ministry or agency;Not Reported;Fundação de Meio Ambiente de Santa Catarina;Not Reported;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;710908828,7;710,909;71091
555600061;555600061;1;Reserva Particular Do Patrimônio Natural Passarim Ii;Reserva Particular Do Patrimônio Natural Passarim Ii;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,669589445;0,669589499;Not Applicable;0;Designated;2012;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;667077,883;0,667;67
555600146;555600146;1;Reserva Particular Do Patrimônio Natural Passarim;Reserva Particular Do Patrimônio Natural Passarim;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;2,292909414;2,292909466;Not Applicable;0;Designated;2004;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;2284322,209;2,284;228
352545;352545;1;Massiambu;Massiambu;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;0;92,68849642;Not Applicable;0;Proposed;1999;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;15652364,63;15,652;1565
555599999;555599999;1;Reserva Particular Do Patrimonio Natural Estadual Rio Da Prata Bugiu;Reserva Particular Do Patrimonio Natural Estadual Rio Da Prata Bugiu;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,150597187;0,150597189;Not Applicable;0;Designated;2011;Sub-national ministry or agency;Not Reported;Fundação de Meio Ambiente de Santa Catarina;No;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;150027,011;0,15;15
555600158;555600158;1;Reserva Particular Do Patrimônio Natural Reserva Rio Das Furnas;Reserva Particular Do Patrimônio Natural Reserva Rio Das Furnas;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,100409798;0,100409784;Not Applicable;0;Designated;2002;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;100026,548;0,1;10
19421;19421;1;Reserva Biológica Estadual Do Aguaí;Reserva Biológica Estadual Do Aguaí;Reserva Biológica;Biological Reserve;National;Ia;Not Applicable;0;0;0;78,53748681;78,8262603;Not Applicable;0;Designated;1983;Sub-national ministry or agency;Not Reported;Fundação de Meio Ambiente de Santa Catarina;Not Reported;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;78536920,13;78,537;7854
66;66;1;Parque Nacional De São Joaquim;Parque Nacional De São Joaquim;Parque;Park;National;II;Not Applicable;0;0;0;455,2400672;456,9374313;Not Applicable;0;Designated;1961;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;Not Reported;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;455236772,5;455,237;45524
16078;16078;1;Parque Estadual Da Serra Furada;Parque Estadual Da Serra Furada;Parque;Park;National;II;Not Applicable;0;0;0;14,70648348;14,76140699;Not Applicable;0;Designated;1980;Sub-national ministry or agency;Not Reported;Fundação de Meio Ambiente de Santa Catarina;Not Reported;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;14706365,64;14,706;1471
555600015;555600015;1;Reserva Particular Do Patrimônio Natural Portal Das Nascentes;Reserva Particular Do Patrimônio Natural Portal Das Nascentes;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,158151034;0,158151019;Not Applicable;0;Designated;2010;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;157558,642;0,158;16
555599986;555599986;1;Reserva Particular Do Patrimônio Natural Reserva Leão Da Montanha;Reserva Particular Do Patrimônio Natural Reserva Leão Da Montanha;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;1,545633866;1,54563377;Not Applicable;0;Designated;2008;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;1539824,994;1,54;154
555600094;555600094;1;Parque Natural Municipal Morro Do Céu;Parque Natural Municipal Morro Do Céu;Parque;Park;National;II;Not Applicable;0;0;0;0,854189785;0,854189665;Not Applicable;0;Designated;2008;Sub-national ministry or agency;Not Reported;Fundação do Meio Ambiente de Crici·ma - SC;No;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;851087,221;0,851;85
555600151;555600151;1;Reserva Particular Do Patrimônio Natural Corvo Branco;Reserva Particular Do Patrimônio Natural Corvo Branco;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,138606721;0,138606698;Not Applicable;0;Designated;2012;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;138087,169;0,138;14
555600170;555600170;1;Reserva Particular Do Patrimônio Natural Pedra Da Águia;Reserva Particular Do Patrimônio Natural Pedra Da Águia;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,917196678;0,917196623;Not Applicable;0;Designated;2009;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;913753,398;0,914;91
555600192;555600192;1;Reserva Particular Do Patrimônio Natural Portal Das Nascentes Ii;Reserva Particular Do Patrimônio Natural Portal Das Nascentes Ii;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,036463305;0,036463307;Not Applicable;0;Designated;2011;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;36326,599;0,036;4
10809;10809;1;Floresta Nacional De Caçador;Floresta Nacional De Caçador;Floresta;Forest;National;VI;Not Applicable;0;0;0;7,065346426;7,093275689;Not Applicable;0;Designated;1968;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;Not Reported;State Verified;1802;BR-SC;BRA;BRA;13;1;1;1;13_1;13_1;13_1;7065798,2;7,066;707
351826;351826;1;Refúgio De Vida Silvestre Dos Campos De Palmas;Refúgio De Vida Silvestre Dos Campos De Palmas;Refúgio de Vida Silvestre;Wildlife Refuge;National;III;Not Applicable;0;0;0;165,9416798;166,6128506;Not Applicable;0;Designated;2006;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;Not Reported;State Verified;1802;BR-PR;BRA;BRA;1;1;1;1;1_1;1_1;1_1;159531157,2;159,531;15953
351826;351826;1;Refúgio De Vida Silvestre Dos Campos De Palmas;Refúgio De Vida Silvestre Dos Campos De Palmas;Refúgio de Vida Silvestre;Wildlife Refuge;National;III;Not Applicable;0;0;0;165,9416798;166,6128506;Not Applicable;0;Designated;2006;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;Not Reported;State Verified;1802;BR-PR;BRA;BRA;13;1;1;1;13_1;13_1;13_1;6409349,476;6,409;641
352542;352542;1;Rio dos Pardos;Rio dos Pardos;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;7,582614;7,613508861;Not Applicable;0;Designated;2002;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;7582708,831;7,583;758
555542524;555542524;1;Palmital;Palmital;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;0;94,19524103;Not Applicable;0;Proposed;2009;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-PR;BRA;BRA;1;1;1;1;1_1;1_1;1_1;93802023,84;93,802;9380
555600138;555600138;1;Reserva Particular Do Patrimônio Natural Fazenda Santa Terezinha;Reserva Particular Do Patrimônio Natural Fazenda Santa Terezinha;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,602794144;0,602794147;Not Applicable;0;Designated;2009;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-SC;BRA;BRA;6;1;1;1;6_1;6_1;6_1;600401,752;0,6;60
352532;352532;1;Xapecó;Xapecó;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;156,239581;156,5151756;Not Applicable;0;Designated;1991;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;155889837,4;155,89;15589
