WDPAID;WDPA_PID;PA_DEF;NAME;ORIG_NAME;DESIG;DESIG_ENG;DESIG_TYPE;IUCN_CAT;INT_CRIT;MARINE;REP_M_AREA;GIS_M_AREA;REP_AREA;GIS_AREA;NO_TAKE;NO_TK_AREA;STATUS;STATUS_YR;GOV_TYPE;OWN_TYPE;MANG_AUTH;MANG_PLAN;VERIF;METADATAID;SUB_LOC;PARENT_ISO;ISO3;presntVG;ENS45;ENS85_1000;ENS85_420;pr45;pr85_420;pr85_1000;area_m;area_km;area_ha
555542522;555542522;1;Xapecó (Pinhalzinho-Canhadao);Xapecó (Pinhalzinho-Canhadao);Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;6,6;6,633639775;Not Applicable;0;Designated;2007;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;6606890,317;6,607;661
352534;352534;1;Toldo Imbu;Toldo Imbu;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;19,65;19,25037933;Not Applicable;0;Designated;2010;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;19172865,7;19,173;1917
352533;352533;1;Palmas;Palmas;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;38,008794;38,18139605;Not Applicable;0;Designated;2007;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;38027347,5;38,027;3803
555621336;555621336;1;Área De Relevante Interesse Ecológico Do Buriti;Área De Relevante Interesse Ecológico Do Buriti;Área de Relevante Interesse Ecológico;Area of Relevant Ecological Interest;National;Not Reported;Not Applicable;0;0;0;172;0,834442482;Not Applicable;0;Proposed;1990;Indigenous peoples;Not Reported;Instituto Ambiental do Paraná;Not Reported;State Verified;905;BR-MS;BRA;BRA;1;1;1;1;1_1;1_1;1_1;831007,882;0,831;83
351804;351804;1;Parque Nacional Das Araucárias;Parque Nacional Das Araucárias;Parque;Park;National;II;Not Applicable;0;0;0;128,0953639;128,6075863;Not Applicable;0;Designated;2005;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;Not Reported;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;102141391,4;102,141;10214
351804;351804;1;Parque Nacional Das Araucárias;Parque Nacional Das Araucárias;Parque;Park;National;II;Not Applicable;0;0;0;128,0953639;128,6075863;Not Applicable;0;Designated;2005;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;Not Reported;State Verified;1802;BR-SC;BRA;BRA;6;1;1;1;6_1;6_1;6_1;25952985,28;25,953;2595
351872;351872;1;Parque Estadual Das Araucárias;Parque Estadual Das Araucárias;Parque;Park;National;II;Not Applicable;0;0;0;6,260966908;6,286349058;Not Applicable;0;Designated;2003;Sub-national ministry or agency;Not Reported;Fundação de Meio Ambiente de Santa Catarina;Not Reported;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;6260899,04;6,261;626
351803;351803;1;Estação Ecológica De Mata Preta;Estação Ecológica De Mata Preta;Estação Ecológica;Ecological Station;National;Ia;Not Applicable;0;0;0;65,65700567;65,92337212;Not Applicable;0;Designated;2005;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;Not Reported;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;65656713,19;65,657;6566
555599935;555599935;1;Estação Ecológica Rio Dos Touros;Estação Ecológica Rio Dos Touros;Estação Ecológica;Ecological Station;National;Ia;Not Applicable;0;0;0;12,21226638;12,21226644;Not Applicable;0;Designated;2001;Sub-national ministry or agency;Not Reported;Instituto Ambiental do Paraná;Yes;State Verified;1802;BR-PR;BRA;BRA;1;1;1;1;1_1;1_1;1_1;12161578,75;12,162;1216
352535;352535;1;Aldeia Kondá;Aldeia Kondá;Reserva Indígena;Indigenous Reserve;National;Not Reported;Not Applicable;0;0;0;23;23,29288563;Not Applicable;0;Designated;2001;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;23201901,98;23,202;2320
352536;352536;1;Toldo Chimbangue;Toldo Chimbangue;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;9,886625;10,24212761;Not Applicable;0;Designated;1994;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;10202006,96;10,202;1020
555542499;555542499;1;Toldo Pinhal;Toldo Pinhal;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;8,800761;8,90281237;Not Applicable;0;Designated;2002;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;8867901,634;8,868;887
352537;352537;1;Toldo Chimbangue II;Toldo Chimbangue II;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;9,540708;9,714066692;Not Applicable;0;Designated;2006;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;9675968,505;9,676;968
352538;352538;1;Toldo Pinhal;Toldo Pinhal;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;48,46;48,689382;Not Applicable;0;Designated;2007;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;48498497,39;48,498;4850
351873;351873;1;Parque Estadual Fritz Plaumann;Parque Estadual Fritz Plaumann;Parque;Park;National;II;Not Applicable;0;0;0;7,249791988;7,278069809;Not Applicable;0;Designated;2003;Sub-national ministry or agency;Not Reported;Fundação de Meio Ambiente de Santa Catarina;Not Reported;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;2522362,347;2,522;252
351873;351873;1;Parque Estadual Fritz Plaumann;Parque Estadual Fritz Plaumann;Parque;Park;National;II;Not Applicable;0;0;0;7,249791988;7,278069809;Not Applicable;0;Designated;2003;Sub-national ministry or agency;Not Reported;Fundação de Meio Ambiente de Santa Catarina;Not Reported;State Verified;1802;BR-SC;BRA;BRA;6;1;1;1;6_1;6_1;6_1;4727378,991;4,727;473
351717;351717;1;Floresta Nacional De Chapecó;Floresta Nacional De Chapecó;Floresta;Forest;National;VI;Not Applicable;0;0;0;16,04081025;16,10384414;Not Applicable;0;Designated;1968;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;Not Reported;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;16040673,24;16,041;1604
555542600;555542600;1;Chêg'gu;Chêg'gu;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;0;92,77141084;Not Applicable;0;Proposed;2010;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-RS;BRA;BRA;1;1;1;1;1_1;1_1;1_1;92413769,38;92,414;9241
352457;352457;1;Serrinha;Serrinha;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;117,52;117,9774066;Not Applicable;0;Designated;2003;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-RS;BRA;BRA;1;1;1;1;1_1;1_1;1_1;117526782,3;117,527;11753
352514;352514;1;Nonoai/Rio da Várzea;Nonoai/Rio da Várzea;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;164,154443;164,7452794;Not Applicable;0;Designated;2003;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-RS;BRA;BRA;1;1;1;1;1_1;1_1;1_1;164108922,8;164,109;16411
352456;352456;1;Nonoai;Nonoai;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;198,3;199,2553384;Not Applicable;0;Designated;2002;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-RS;BRA;BRA;1;1;1;1;1_1;1_1;1_1;198482986,2;198,483;19848
352513;352513;1;Kaingang de Irái;Kaingang de Irái;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;2,799756;2,92281843;Not Applicable;0;Designated;1994;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-RS;BRA;BRA;1;1;1;1;1_1;1_1;1_1;2911382,088;2,911;291
555542604;555542604;1;Kaingang de Irái;Kaingang de Irái;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;0;93,27025285;Not Applicable;0;Proposed;2009;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-RS;BRA;BRA;1;1;1;1;1_1;1_1;1_1;92900285,58;92,9;9290
352511;352511;1;Guarani do Araça'i;Guarani do Araça'i;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;27,21;27,52618573;Not Applicable;0;Designated;2009;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;27416910,77;27,417;2742
555576462;555576462;1;Parque Estadual Do Papagaio-Charão;Parque Estadual Do Papagaio-Charão;Parque;Park;National;Not Reported;Not Applicable;0;0;0;10,09188326;10,13014051;Not Applicable;0;Designated;1982;Sub-national ministry or agency;Not Reported;Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS;Not Reported;State Verified;1802;BR-RS;BRA;BRA;1;1;1;1;1_1;1_1;1_1;10092021,23;10,092;1009
555542599;555542599;1;Mato Castelhano;Mato Castelhano;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;0;92,34505329;Not Applicable;0;Proposed;2010;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-RS;BRA;BRA;1;1;1;1;1_1;1_1;1_1;91997827,03;91,998;9200
352495;352495;1;Mato Preto;Mato Preto;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;42,3;42,47984679;Not Applicable;0;Proposed;2009;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-RS;BRA;BRA;1;1;1;1;1_1;1_1;1_1;42318703,95;42,319;4232
352543;352543;1;Ventarra;Ventarra;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;7,729532;7,760756502;Not Applicable;0;Designated;1998;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-RS;BRA;BRA;1;1;1;1;1_1;1_1;1_1;7731393,974;7,731;773
352539;352539;1;Guarani Votouro;Guarani Votouro;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;7,17377;7,107207623;Not Applicable;0;Designated;2001;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-RS;BRA;BRA;1;1;1;1;1_1;1_1;1_1;7079815,675;7,08;708
352540;352540;1;Votouro;Votouro;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;33,410977;33,73946513;Not Applicable;0;Designated;2002;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-RS;BRA;BRA;1;1;1;1;1_1;1_1;1_1;33609300,15;33,609;3361
352541;352541;1;Votouro/Kandoia;Votouro/Kandoia;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;59,77;60,00805902;Not Applicable;0;Proposed;2009;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-RS;BRA;BRA;1;1;1;1;1_1;1_1;1_1;59776099,95;59,776;5978
10814;10814;1;Floresta Nacional De Passo Fundo;Floresta Nacional De Passo Fundo;Floresta;Forest;National;VI;Not Applicable;0;0;0;13,33607196;13,3854386;Not Applicable;0;Designated;1968;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;Not Reported;State Verified;1802;BR-RS;BRA;BRA;1;1;1;1;1_1;1_1;1_1;13335934,65;13,336;1334
555576412;555576412;1;Parque Natural Municipal De Sertão;Parque Natural Municipal De Sertão;Parque;Park;National;Not Reported;Not Applicable;0;0;0;6,141556361;6,16461953;Not Applicable;0;Designated;1998;Sub-national ministry or agency;Not Reported;Secretaria Municipal de Agricultura, Pecuária e Meio Ambiente de Sertão - RS;Not Reported;State Verified;1802;BR-RS;BRA;BRA;1;1;1;1;1_1;1_1;1_1;6141512,759;6,142;614
555600058;555600058;1;Reserva Particular Do Patrimônio Natural Reserva Maragato;Reserva Particular Do Patrimônio Natural Reserva Maragato;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,419027396;0,419027393;Not Applicable;0;Designated;2007;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-RS;BRA;BRA;1;1;1;1;1_1;1_1;1_1;417472,745;0,417;42
352547;352547;1;Monte Caseros;Monte Caseros;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;11,124105;11,17347143;Not Applicable;0;Designated;1999;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-RS;BRA;BRA;1;1;1;1;1_1;1_1;1_1;9019829,126;9,02;902
555542587;555542587;1;Carreteiro;Carreteiro;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;0;92,41694742;Not Applicable;0;Proposed;2010;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-RS;BRA;BRA;1;1;1;1;1_1;1_1;1_1;92067979,79;92,068;9207
352546;352546;1;Carreteiro;Carreteiro;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;6,029751;6,025065277;Not Applicable;0;Designated;1994;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-RS;BRA;BRA;1;1;1;1;1_1;1_1;1_1;6002654,47;6,003;600
555542605;555542605;1;Ligeiro;Ligeiro;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;0;92,62598512;Not Applicable;0;Proposed;2008;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-RS;BRA;BRA;1;1;1;1;1_1;1_1;1_1;84509773,39;84,51;8451
352544;352544;1;Ligeiro;Ligeiro;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;45,657973;45,44858214;Not Applicable;0;Designated;1994;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-RS;BRA;BRA;1;1;1;1;1_1;1_1;1_1;45277449,47;45,277;4528
555542605;555542605;1;Ligeiro;Ligeiro;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;0;92,62598512;Not Applicable;0;Proposed;2008;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-RS;BRA;BRA;6;1;1;1;6_1;6_1;6_1;7762151,814;7,762;776
555542617;555542617;1;Passo Grande do Rio Forquilha;Passo Grande do Rio Forquilha;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;19,16;19,25034457;Not Applicable;0;Proposed;2008;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-RS;BRA;BRA;6;1;1;1;6_1;6_1;6_1;19177578,31;19,178;1918
352547;352547;1;Monte Caseros;Monte Caseros;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;11,124105;11,17347143;Not Applicable;0;Designated;1999;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-RS;BRA;BRA;6;1;1;1;6_1;6_1;6_1;2112476,679;2,112;211
555600002;555600002;1;Parque Estadual Do Ibitiriá;Parque Estadual Do Ibitiriá;Parque;Park;National;II;Not Applicable;0;0;0;4,730860262;4,730860202;Not Applicable;0;Designated;1975;Sub-national ministry or agency;Not Reported;Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS;No;State Verified;1802;BR-RS;BRA;BRA;6;1;1;1;6_1;6_1;6_1;4713390,209;4,713;471
2216;2216;1;Estação Ecológica De Aracuri-Esmeralda;Estação Ecológica De Aracuri-Esmeralda;Estação Ecológica;Ecological Station;National;Ia;Not Applicable;0;0;0;2,769781149;2,780084683;Not Applicable;0;Designated;1981;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;Not Reported;State Verified;1802;BR-RS;BRA;BRA;6;1;1;1;6_1;6_1;6_1;2769761,092;2,77;277
555542586;555542586;1;Cacique Doble;Cacique Doble;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;0;92,73939988;Not Applicable;0;Proposed;2009;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-RS;BRA;BRA;6;1;1;1;6_1;6_1;6_1;92382569,63;92,383;9238
352531;352531;1;Cacique Doble;Cacique Doble;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;44,262833;44,69480053;Not Applicable;0;Designated;1994;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-RS;BRA;BRA;6;1;1;1;6_1;6_1;6_1;44525168,79;44,525;4453
351874;351874;1;Parque Estadual Rio Canoas;Parque Estadual Rio Canoas;Parque;Park;National;II;Not Applicable;0;0;0;11,34161447;11,38523238;Not Applicable;0;Designated;2004;Sub-national ministry or agency;Not Reported;Fundação de Meio Ambiente de Santa Catarina;Not Reported;State Verified;1802;BR-SC;BRA;BRA;6;1;1;1;6_1;6_1;6_1;11341533,45;11,342;1134
555600084;555600084;1;Reserva Particular Do Patrimônio Natural Emilio Einsfeld Filho;Reserva Particular Do Patrimônio Natural Emilio Einsfeld Filho;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;63,36646426;63,36646431;Not Applicable;0;Designated;2008;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-SC;BRA;BRA;6;1;1;1;6_1;6_1;6_1;63128530,91;63,129;6313
555600070;555600070;1;Parque Estadual De Espigão Alto;Parque Estadual De Espigão Alto;Parque;Park;National;II;Not Applicable;0;0;0;14,35649331;14,35649329;Not Applicable;0;Designated;1949;Sub-national ministry or agency;Not Reported;Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS;Yes;State Verified;1802;BR-RS;BRA;BRA;6;1;1;1;6_1;6_1;6_1;14301604,78;14,302;1430
71;71;1;Parque Nacional De Aparados Da Serra;Parque Nacional De Aparados Da Serra;Parque;Park;National;II;Not Applicable;0;0;0;131,4809865;131,9452622;Not Applicable;0;Designated;1959;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;Not Reported;State Verified;1802;BR-RS;BRA;BRA;1;1;1;1;1_1;1_1;1_1;131478345;131,478;13148
555600307;555600307;1;Parque Nacional Da Serra Geral;Parque Nacional Da Serra Geral;Parque;Park;National;Ia;Not Applicable;0;0;0;48,48902271;173,6327124;Not Applicable;0;Designated;1992;Sub-national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;Not Reported;State Verified;1802;BR-RS;BRA;BRA;1;1;1;1;1_1;1_1;1_1;173018489,7;173,018;17302
10808;10808;1;Floresta Nacional De Três Barras;Floresta Nacional De Três Barras;Floresta;Forest;National;VI;Not Applicable;0;0;0;43,85326288;44,03324378;Not Applicable;0;Designated;1968;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;Not Reported;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;43852943,53;43,853;4385
555600021;555600021;1;Reserva Particular Do Patrimônio Natural Raso Do Mandi;Reserva Particular Do Patrimônio Natural Raso Do Mandi;Reserva Particular do Patrimônio Natural;Natural Heritage Private Reserve;National;IV;Not Applicable;0;0;0;0,545747748;0,545747768;Not Applicable;0;Designated;2012;Federal or national ministry or agency;Not Reported;Instituto Chico Mendes de Conservação da Biodiversidade;No;State Verified;1802;BR-SC;BRA;BRA;1;1;1;1;1_1;1_1;1_1;543547,41;0,544;54
